source_image,patch_image,source_mask,patch_mask,orig_h,orig_w,patch_h,patch_w,x,y,x_end,y_end,pad_right,pad_bottom,stride_h,stride_w
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x00896.png,788,3900,512,512,896,448,1408,788,0,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x01344.png,788,3900,512,512,1344,448,1856,788,0,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x01792.png,788,3900,512,512,1792,448,2304,788,0,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x02240.png,788,3900,512,512,2240,448,2752,788,0,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x02688.png,788,3900,512,512,2688,448,3200,788,0,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x03136.png,788,3900,512,512,3136,448,3648,788,0,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0225_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0225_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e49__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0225_segment_1_segmented_smoothed__y00448_x03584.png,788,3900,512,512,3584,448,3900,788,196,172,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x00000.png,809,3900,512,512,0,0,512,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x00448.png,809,3900,512,512,448,0,960,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x00896.png,809,3900,512,512,896,0,1408,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x01344.png,809,3900,512,512,1344,0,1856,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x01792.png,809,3900,512,512,1792,0,2304,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x02240.png,809,3900,512,512,2240,0,2752,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x02688.png,809,3900,512,512,2688,0,3200,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x03136.png,809,3900,512,512,3136,0,3648,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00000_x03584.png,809,3900,512,512,3584,0,3900,512,196,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x00000.png,809,3900,512,512,0,448,512,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x00448.png,809,3900,512,512,448,448,960,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x00896.png,809,3900,512,512,896,448,1408,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x01344.png,809,3900,512,512,1344,448,1856,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x01792.png,809,3900,512,512,1792,448,2304,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x02240.png,809,3900,512,512,2240,448,2752,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x02688.png,809,3900,512,512,2688,448,3200,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x03136.png,809,3900,512,512,3136,448,3648,809,0,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0226_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0226_segment_1_segmented_smoothed__fused_INNER_mu0p12505097450155106_b0p1475030800762498_e54__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0226_segment_1_segmented_smoothed__y00448_x03584.png,809,3900,512,512,3584,448,3900,809,196,151,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x00000.png,855,3900,512,512,0,0,512,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x00448.png,855,3900,512,512,448,0,960,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x00896.png,855,3900,512,512,896,0,1408,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x01344.png,855,3900,512,512,1344,0,1856,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x01792.png,855,3900,512,512,1792,0,2304,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x02240.png,855,3900,512,512,2240,0,2752,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x02688.png,855,3900,512,512,2688,0,3200,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x03136.png,855,3900,512,512,3136,0,3648,512,0,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00000_x03584.png,855,3900,512,512,3584,0,3900,512,196,0,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x00000.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x00000.png,855,3900,512,512,0,448,512,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x00448.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x00448.png,855,3900,512,512,448,448,960,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x00896.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x00896.png,855,3900,512,512,896,448,1408,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x01344.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x01344.png,855,3900,512,512,1344,448,1856,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x01792.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x01792.png,855,3900,512,512,1792,448,2304,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x02240.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x02240.png,855,3900,512,512,2240,448,2752,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x02688.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x02688.png,855,3900,512,512,2688,448,3200,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x03136.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x03136.png,855,3900,512,512,3136,448,3648,855,0,105,448,448
/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves/DSC_0227_segment_1_segmented_smoothed.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/leaves_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x03584.png,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0227_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0827452400263148_e71__mask16.tif,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/mask_patches/DSC_0227_segment_1_segmented_smoothed__y00448_x03584.png,855,3900,512,512,3584,448,3900,855,196,105,448,448
